	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies	varietas	forma
2754	Bacteria			Synergistetes		Synergistia		Synergistales		Synergistaceae			Synergistes			Synergistes jonesii			
2762	Eukaryota					Glaucocystophyceae				Cyanophoraceae			Cyanophora			Cyanophora paradoxa			
2769	Eukaryota			Rhodophyta		Florideophyceae	Rhodymeniophycidae	Gigartinales		Gigartinaceae			Chondrus			Chondrus crispus			
2771	Eukaryota			Rhodophyta		Bangiophyceae		Cyanidiales		Cyanidiaceae			Cyanidium			Cyanidium caldarium			
2775	Eukaryota			Rhodophyta		Florideophyceae	Rhodymeniophycidae	Gracilariales		Gracilariaceae			Agarophyton			Agarophyton chilense			
2782	Eukaryota			Rhodophyta		Florideophyceae	Rhodymeniophycidae	Gracilariales		Gracilariaceae			Gracilariopsis			Gracilariopsis lemaneiformis			
2785	Eukaryota			Rhodophyta		Bangiophyceae		Bangiales		Bangiaceae			Pyropia			Pyropia tenera			
2786	Eukaryota			Rhodophyta		Bangiophyceae		Bangiales		Bangiaceae			Porphyra			Porphyra umbilicalis			
2787	Eukaryota			Rhodophyta		Bangiophyceae		Bangiales		Bangiaceae			Porphyra			Porphyra purpurea			
2788	Eukaryota			Rhodophyta		Bangiophyceae		Bangiales		Bangiaceae			Pyropia			Pyropia yezoensis			
2822	Eukaryota			Rhodophyta		Florideophyceae	Nemaliophycidae	Palmariales		Palmariaceae			Palmaria			Palmaria palmata			
2829	Eukaryota					Raphidophyceae		Chattonellales		Chattonellaceae			Heterosigma			Heterosigma akashiwo			
2832	Eukaryota					Haptophyceae		Pavlovales		Pavlovaceae			Pavlova			Pavlova lutheri			
2839	Eukaryota			Bacillariophyta		Mediophyceae	Biddulphiophycidae	Triceratiales		Triceratiaceae			Trieres			Trieres chinensis			
2850	Eukaryota			Bacillariophyta		Bacillariophyceae		Naviculales		Phaeodactylaceae			Phaeodactylum			Phaeodactylum tricornutum			
2856	Eukaryota			Bacillariophyta		Bacillariophyceae		Bacillariales		Bacillariaceae			Cylindrotheca			Cylindrotheca closterium			
2872	Eukaryota					Phaeophyceae		Laminariales		Agaraceae			Costaria			Costaria costata			
2876	Eukaryota					Phaeophyceae		Dictyotales		Dictyotaceae			Dictyota			Dictyota dichotoma			
2880	Eukaryota					Phaeophyceae		Ectocarpales		Ectocarpaceae			Ectocarpus			Ectocarpus siliculosus			
2885	Eukaryota					Phaeophyceae		Ectocarpales		Acinetosporaceae			Pylaiella			Pylaiella littoralis			
2893	Eukaryota					Phaeophyceae		Ectocarpales		Scytosiphonaceae			Petalonia			Petalonia fascia			
2898	Eukaryota			Cryptophyta				Cryptomonadales		Cryptomonadaceae			Cryptomonas			Cryptomonas paramecium			
2903	Eukaryota					Haptophyceae		Isochrysidales		Noelaerhabdaceae			Emiliania			Emiliania huxleyi			
2986	Eukaryota					Chrysophyceae		Chromulinales		Chromulinaceae			Ochromonas			Ochromonas danica			
3037	Eukaryota			Euglenida				Euglenales		Euglenaceae			Euglena			Euglena longa			
3039	Eukaryota			Euglenida				Euglenales		Euglenaceae			Euglena			Euglena gracilis			
3040	Eukaryota			Euglenida				Euglenales		Euglenaceae			Euglena			Euglena viridis			
4754	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Pneumocystidomycetes		Pneumocystidales		Pneumocystidaceae			Pneumocystis			Pneumocystis carinii			
4770	Eukaryota					Oomycetes		Saprolegniales		Saprolegniaceae			Saprolegnia			Saprolegnia ferax			
4787	Eukaryota					Oomycetes		Peronosporales		Peronosporaceae			Phytophthora			Phytophthora infestans			
4808	Eukaryota	Fungi		Blastocladiomycota		Blastocladiomycetes		Blastocladiales		Blastocladiaceae			Blastocladiella			Blastocladiella emersonii			
4816	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Spizellomycetales		Spizellomycetaceae			Spizellomyces			Spizellomyces acuminatus			
4829	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Cunninghamellaceae			Absidia			Absidia glauca			
4837	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Phycomycetaceae			Phycomyces			Phycomyces blakesleeanus			
4840	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Lichtheimiaceae			Rhizomucor			Rhizomucor pusillus			
4846	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Rhizopodaceae			Rhizopus			Rhizopus stolonifer			
4860	Eukaryota	Fungi		Zoopagomycota	Entomophthoromycotina	Basidiobolomycetes		Basidiobolales		Basidiobolaceae			Basidiobolus			Basidiobolus magnus			
4872	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Endogonomycetes		Endogonales		Endogonaceae			Endogone			Endogone pisiformis			
4874	Eukaryota	Fungi		Mucoromycota	Glomeromycotina	Glomeromycetes		Diversisporales		Gigasporaceae			Gigaspora			Gigaspora margarita			
4876	Eukaryota	Fungi		Mucoromycota	Glomeromycotina	Glomeromycetes		Glomerales		Glomeraceae			Rhizophagus			Rhizophagus intraradices			
4896	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Schizosaccharomycetes		Schizosaccharomycetales		Schizosaccharomycetaceae			Schizosaccharomyces			Schizosaccharomyces pombe			
4897	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Schizosaccharomycetes		Schizosaccharomycetales		Schizosaccharomycetaceae			Schizosaccharomyces			Schizosaccharomyces japonicus			
4899	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Schizosaccharomycetes		Schizosaccharomycetales		Schizosaccharomycetaceae			Schizosaccharomyces			Schizosaccharomyces octosporus			
4903	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Phaffomycetaceae			Cyberlindnera			Cyberlindnera jadinii			
4909	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae			Pichia			Pichia kudriavzevii			
4911	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Kluyveromyces			Kluyveromyces marxianus			
4914	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Lachancea			Lachancea waltii			
4920	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae			Millerozyma			Millerozyma farinosa			
4921	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae			Pichia			Pichia norvegensis			
4923	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae			Ogataea			Ogataea pini			
4924	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae			Scheffersomyces			Scheffersomyces stipitis			
4926	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae			Pichia			Pichia membranifaciens			
4927	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Phaffomycetaceae			Wickerhamomyces			Wickerhamomyces anomalus			
4929	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae			Meyerozyma			Meyerozyma guilliermondii			
4931	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Saccharomyces			Saccharomyces bayanus			
4932	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Saccharomyces			Saccharomyces cerevisiae			
4934	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Lachancea			Lachancea kluyveri			
4950	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Torulaspora			Torulaspora delbrueckii			
4952	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Dipodascaceae			Yarrowia			Yarrowia lipolytica			
4954	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Zygosaccharomyces			Zygosaccharomyces bailii			
4955	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Lachancea			Lachancea fermentati			
4956	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Zygosaccharomyces			Zygosaccharomyces rouxii			
4957	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae			Zygosaccharomyces			Zygosaccharomyces bisporus			
4959	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae			Debaryomyces			Debaryomyces hansenii			
4972	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Bulleribasidiaceae			Dioszegia			Dioszegia hungarica			
4975	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae			Kwoniella			Kwoniella dendrophila			
4976	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Bulleribasidiaceae			Vishniacozyma			Vishniacozyma globospora			
4978	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Trimorphomycetaceae			Sugitazyma			Sugitazyma miyagiana			
4979	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Bulleribasidiaceae			Hannaella			Hannaella oryzae			
4981	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Rhynchogastremataceae			Papiliotrema			Papiliotrema pseudoalba			
4983	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Bulleribasidiaceae			Hannaella			Hannaella sinensis			
4989	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Bensingtonia			Bensingtonia ciliata			
4990	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Agaricostilbaceae			Pseudobensingtonia			Pseudobensingtonia ingoldii			
4992	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Kondoa			Kondoa miscanthi			
4993	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Bensingtonia			Bensingtonia naganoensis			
4995	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Kondoa			Kondoa subrosea			
4997	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Kondoa			Kondoa yuccicola			
4999	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella imperatae			
5000	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella thailandica			
5002	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Sporidiobolales		Sporidiobolaceae			Sporobolomyces			Sporobolomyces johnsonii			
5007	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae			Brettanomyces			Brettanomyces bruxellensis			
5012	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Taphrinomycetes		Taphrinales		Taphrinaceae			Taphrina			Taphrina wiesneri			
5016	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae			Bipolaris			Bipolaris maydis			
5025	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae			Venturia			Venturia inaequalis			
5044	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales					Acremonium			Acremonium chrysogenum			
5046	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Sarocladiaceae			Sarocladium			Sarocladium strictum			
5051	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales					Acremonium			Acremonium persicinum			
5053	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus aculeatus			
5057	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus clavatus			
5059	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus flavus			
5060	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus giganteus			
5061	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus niger			
5062	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus oryzae			
5064	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus restrictus			
5066	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus wentii			
5067	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus parasiticus			
5068	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus tubingensis			
5074	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium brevicompactum			
5075	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium camemberti			
5076	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium chrysogenum			
5077	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium citrinum			
5078	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium griseofulvum			
5079	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium janthinellum			
5082	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium roqueforti			
5083	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium canescens			
5088	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Thermoascaceae			Thermoascus			Thermoascus crustaceus			
5093	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Thermoascaceae			Byssochlamys			Byssochlamys nivea			
5098	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Monascus			Monascus purpureus			
5101	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae			Amorphotheca			Amorphotheca resinae			
5113	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae			Epichloe			Epichloe typhina			
5116	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Diaporthales		Cryphonectriaceae			Cryphonectria			Cryphonectria parasitica			
5127	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae			Fusarium		Fusarium fujikuroi species complex	Fusarium fujikuroi			
5141	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae			Neurospora			Neurospora crassa			
5142	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae			Neurospora			Neurospora intermedia			
5143	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae			Neurospora			Neurospora africana			
5145	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Lasiosphaeriaceae			Podospora			Podospora anserina			
5160	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae			Ceratocystiopsis			Ceratocystiopsis collifera			
5169	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae			Ceratocystiopsis			Ceratocystiopsis ranaculosa			
5188	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes		Pezizales		Pyronemataceae			Aleuria			Aleuria aurantia			
5210	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium floriforme			
5211	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Piskurozymaceae			Piskurozyma			Piskurozyma capsuligena			
5212	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium uniguttulatum			
5224	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Atractiellomycetes		Atractiellales		Phleogenaceae			Phleogena			Phleogena faginea			
5270	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes		Ustilaginales		Ustilaginaceae			Ustilago			Ustilago maydis			
5272	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Microbotryales		Microbotryaceae			Microbotryum			Microbotryum violaceum			
