	superkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies
566	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Pseudescherichia			Pseudescherichia vulneris	
569	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Hafniaceae			Hafnia			Hafnia alvei	
571	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella oxytoca	
573	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella pneumoniae	
575	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Raoultella			Raoultella planticola	
577	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Raoultella			Raoultella terrigena	
580	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Kluyvera			Kluyvera cryocrescens	
582	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Morganella			Morganella morganii	
584	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Proteus			Proteus mirabilis	
585	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Proteus			Proteus vulgaris	
587	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Providencia			Providencia rettgeri	
588	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Providencia			Providencia stuartii	
614	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Serratia			Serratia liquefaciens	
615	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Serratia			Serratia marcescens	
618	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Serratia			Serratia odorifera	
621	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Shigella			Shigella boydii	
622	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Shigella			Shigella dysenteriae	
623	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Shigella			Shigella flexneri	
624	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Shigella			Shigella sonnei	
628	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Xenorhabdus			Xenorhabdus nematophila	
630	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia			Yersinia enterocolitica	
631	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia			Yersinia intermedia	
632	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia		Yersinia pseudotuberculosis complex	Yersinia pestis	
633	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia		Yersinia pseudotuberculosis complex	Yersinia pseudotuberculosis	
634	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia			Yersinia bercovieri	
636	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Hafniaceae			Edwardsiella			Edwardsiella tarda	
638	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Arsenophonus			Arsenophonus nasoniae	
644	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas hydrophila	
645	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas salmonicida	
646	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas sobria	
648	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas caviae	
649	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas eucrenophila	
650	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas jandaei	
651	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas media	
652	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas schubertii	
654	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas veronii	
656	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas allosaccharophila	
659	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Photobacterium			Photobacterium phosphoreum	
661	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Photobacterium			Photobacterium angustum	
663	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio harveyi group	Vibrio alginolyticus	
666	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio cholerae	
668	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Aliivibrio			Aliivibrio fischeri	
669	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio harveyi group	Vibrio harveyi	
670	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio harveyi group	Vibrio parahaemolyticus	
671	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio proteolyticus	
672	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio vulnificus	
673	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Grimontia			Grimontia hollisae	
674	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio mimicus	
676	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio fluvialis	
678	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio sp.	
680	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio harveyi group	Vibrio campbellii	
685	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio diazotrophicus	
688	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Aliivibrio			Aliivibrio logei	
689	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio mediterranei	
691	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio harveyi group	Vibrio natriegens	
693	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio nereis	
703	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales					Plesiomonas			Plesiomonas shigelloides	
714	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Aggregatibacter			Aggregatibacter actinomycetemcomitans	
715	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Actinobacillus			Actinobacillus pleuropneumoniae	
716	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Actinobacillus			Actinobacillus suis	
717	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Actinobacillus			Actinobacillus capsulatus	
718	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Actinobacillus			Actinobacillus equuli	
723	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Actinobacillus			Actinobacillus ureae	
726	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus haemolyticus	
727	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus influenzae	
728	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Avibacterium			Avibacterium paragallinarum	
729	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus parainfluenzae	
730	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			[Haemophilus] ducreyi	
731	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Histophilus			Histophilus somni	
732	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Aggregatibacter			Aggregatibacter aphrophilus	
733	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus haemoglobinophilus	
734	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus paracuniculus	
735	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus parahaemolyticus	
736	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus paraphrohaemolyticus	
738	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Glaesserella			Glaesserella parasuis	
739	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Aggregatibacter			Aggregatibacter segnis	
747	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Pasteurella			Pasteurella multocida	
750	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Gallibacterium			Gallibacterium anatis	
752	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Pasteurella			Pasteurella bettyae	
754	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Pasteurella			Pasteurella dagmatis	
758	Bacteria	Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Rodentibacter			Rodentibacter pneumotropicus	
769	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Anaplasmataceae			Anaplasma			Anaplasma centrale	
770	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Anaplasmataceae			Anaplasma			Anaplasma marginale	
774	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bartonellaceae			Bartonella			Bartonella bacilliformis	
777	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Coxiellaceae			Coxiella			Coxiella burnetii	
779	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Anaplasmataceae			Ehrlichia		canis group	Ehrlichia ruminantium	
781	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia conorii	
782	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		typhus group	Rickettsia prowazekii	
783	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia rickettsii	
784	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Orientia			Orientia tsutsugamushi	
785	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		typhus group	Rickettsia typhi	
786	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia akari	
787	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia australis	
788	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		belli group	Rickettsia canadensis	
803	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bartonellaceae			Bartonella			Bartonella quintana	
807	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bartonellaceae			Bartonella			Bartonella elizabethae	
813	Bacteria	Chlamydiae		Chlamydiia		Chlamydiales		Chlamydiaceae			Chlamydia			Chlamydia trachomatis	
817	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides fragilis	
818	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides thetaiotaomicron	
820	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides uniformis	
821	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides vulgatus	
823	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Tannerellaceae			Parabacteroides			Parabacteroides distasonis	
824	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter gracilis	
826	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Leptotrichiaceae			Sebaldella			Sebaldella termitidis	
827	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter ureolyticus	
831	Bacteria	Firmicutes		Clostridia		Clostridiales		Lachnospiraceae			Butyrivibrio			Butyrivibrio fibrisolvens	
833	Bacteria	Fibrobacteres		Fibrobacteria		Fibrobacterales		Fibrobacteraceae			Fibrobacter			Fibrobacter succinogenes	
837	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Porphyromonas			Porphyromonas gingivalis	
839	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella ruminicola	
840	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella loescheii	
844	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Wolinella			Wolinella succinogenes	
847	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Oxalobacteraceae			Oxalobacter			Oxalobacter formigenes	
849	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium gonidiaformans	
850	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium mortiferum	
851	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium nucleatum	
852	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium perfoetens	
853	Bacteria	Firmicutes		Clostridia		Clostridiales		Ruminococcaceae			Faecalibacterium			Faecalibacterium prausnitzii	
854	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium russii	
856	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium varium	
859	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium necrophorum	
860	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium periodonticum	
861	Bacteria	Fusobacteria		Fusobacteriia		Fusobacteriales		Fusobacteriaceae			Fusobacterium			Fusobacterium ulcerans	
863	Bacteria	Firmicutes		Clostridia		Clostridiales		Syntrophomonadaceae			Syntrophomonas			Syntrophomonas wolfei	
870	Bacteria	Proteobacteria		Gammaproteobacteria		Cardiobacteriales		Cardiobacteriaceae			Dichelobacter			Dichelobacter nodosus	
873	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio africanus	
876	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio desulfuricans	
878	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio fructosivorans	
879	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio gigas	
880	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio salexigens	
881	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio vulgaris	
886	Bacteria	Thermodesulfobacteria		Thermodesulfobacteria		Thermodesulfobacteriales		Thermodesulfobacteriaceae			Thermodesulfobacterium			Thermodesulfobacterium thermophilum	
889	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio longus	
891	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfuromonadales		Desulfuromonadaceae			Desulfuromonas			Desulfuromonas acetoxidans	
894	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobulbaceae			Desulfobulbus			Desulfobulbus propionicus	
897	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfococcus			Desulfococcus multivorans	
899	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfomicrobiaceae			Desulfomicrobium			Desulfomicrobium baculatum	
901	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio piger	
905	Bacteria	Firmicutes		Negativicutes		Acidaminococcales		Acidaminococcaceae			Acidaminococcus			Acidaminococcus fermentans	
907	Bacteria	Firmicutes		Negativicutes		Veillonellales		Veillonellaceae			Megasphaera			Megasphaera elsdenii	
912	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Nitrobacter			Nitrobacter hamburgensis	
913	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Nitrobacter			Nitrobacter winogradskyi	
915	Bacteria	Proteobacteria		Betaproteobacteria		Nitrosomonadales		Nitrosomonadaceae			Nitrosomonas			Nitrosomonas europaea	
916	Bacteria	Proteobacteria		Betaproteobacteria		Nitrosomonadales		Nitrosomonadaceae			Nitrosomonas			Nitrosomonas eutropha	
920	Bacteria	Proteobacteria		Acidithiobacillia		Acidithiobacillales		Acidithiobacillaceae			Acidithiobacillus			Acidithiobacillus ferrooxidans	
921	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Xanthobacteraceae			Starkeya			Starkeya novella	
926	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales					Thiomonas			Thiomonas intermedia	
927	Bacteria	Proteobacteria		Gammaproteobacteria		Chromatiales		Halothiobacillaceae			Halothiobacillus			Halothiobacillus neapolitanus	
929	Bacteria	Proteobacteria		Acidithiobacillia		Acidithiobacillales		Thermithiobacillaceae			Thermithiobacillus			Thermithiobacillus tepidarius	
930	Bacteria	Proteobacteria		Acidithiobacillia		Acidithiobacillales		Acidithiobacillaceae			Acidithiobacillus			Acidithiobacillus thiooxidans	
